name,year,selling_price,present_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Model,Location,Color,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Toyota Fortuner 4x2 AT,2015,1900000.0,,130000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,360Nm@ 1400-3200rpm,7.0,,,,,,,,,,,,
Chevrolet Captiva LT,2011,500000.0,,99500,Diesel,Individual,Manual,Third Owner,11.5 kmpl,1991 CC,147.9 bhp,320Nm@ 2000rpm,7.0,,,,,,,,,,,,
Tata Indica Vista Aqua 1.4 TDI,2011,200000.0,,110000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0,,,,,,,,,,,,
Nissan Micra Active XL Petrol,2016,370000.0,,35000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5.0,,,,,,,,,,,,
Hyundai Verna Transform CRDi VGT SX ABS,2010,260000.0,,110000,Diesel,Individual,Manual,Second Owner,16.2 kmpl,1493 CC,110 bhp,24 KGM at 1900-2750 RPM,5.0,,,,,,,,,,,,
Mahindra KUV 100 mFALCON D75 K8,2016,280000.0,,100000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,,,,,,,,,,,,
Maruti Ertiga VXI,2014,610000.0,,21000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,,,,,,,,,,,,
Ford Fiesta Titanium 1.5 TDCi,2013,300000.0,,60000,Diesel,Individual,Manual,Second Owner,23.5 kmpl,1498 CC,90 bhp,204Nm@ 2000-2750rpm,5.0,,,,,,,,,,,,
Tata Indigo CS LX DiCOR,2010,140000.0,,40000,Diesel,Individual,Manual,First Owner,16.6 kmpl,1405 CC,70 bhp,"14.3@ 1,800-3,000(kgm@ rpm)",5.0,,,,,,,,,,,,
Hyundai i10 Magna 1.1L,2008,229999.0,,50000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,,,,,,,,,,,,
Maruti A-Star Vxi,2010,200000.0,,65000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Wagon R VXI BSIII,2011,200000.0,,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 CRDi S,2015,560000.0,,119000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Maruti Ertiga SHVS VDI,2016,750000.0,,80000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,,,,,,,,,,,,
Maruti Swift VDI BSIV,2017,585000.0,,90000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 VTVT S Option,2016,760000.0,,20000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5.0,,,,,,,,,,,,
Maruti Swift VDI BSIV,2014,430000.0,,80000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Mahindra KUV 100 D75 K6 Plus,2020,480000.0,,44665,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,,,,,,,,,,,,
Kia Seltos HTE D,2019,643000.0,,10000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1493 CC,113.4 bhp,250nm@ 1500-2750rpm,5.0,,,,,,,,,,,,
Hyundai Xcent 1.2 VTVT S,2018,500000.0,,60000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,,,,,,,,,,,,
Honda Brio 1.2 S MT,2016,425000.0,,22000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,,,,,,,,,,,,
Maruti Alto 800 LXI,2014,250000.0,,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Celerio LDi,2016,285000.0,,70000,Diesel,Individual,Manual,First Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VXi,2008,160000.0,,123000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Volkswagen Vento Diesel Trendline,2011,250000.0,,70000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,,,,,,,,,,,,
Chevrolet Beat LS,2013,170000.0,,70000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,,,,,,,,,,,,
Toyota Etios Liva GD,2013,409999.0,,45000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5.0,,,,,,,,,,,,
Hyundai Grand i10 AT Asta,2015,400000.0,,40000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2019,700000.0,,30000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Honda Civic 1.8 V AT,2007,350000.0,,90000,Petrol,Individual,Automatic,First Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5.0,,,,,,,,,,,,
Maruti Ertiga BSIV VXI,2016,660000.0,,34000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7.0,,,,,,,,,,,,
Maruti Alto 800 VXI,2017,268000.0,,25000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Alto 800 VXI,2016,270000.0,,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,,,,,,,,,,,,
Chevrolet Beat Diesel LT,2013,300000.0,,50000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,,,,,,,,,,,,
Tata Tiago 1.2 Revotron XZ,2017,450000.0,,90000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,
Chevrolet Beat Diesel LT,2012,220000.0,,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,,,,,,,,,,,,
Tata New Safari DICOR 2.2 VX 4x2,2009,250000.0,,146000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0,,,,,,,,,,,,
Ford Figo Petrol EXI,2012,300000.0,,85000,Petrol,Individual,Manual,Second Owner,15.6 kmpl,1196 CC,70 bhp,102Nm@ 4000rpm,5.0,,,,,,,,,,,,
Tata Indica V2 2001-2011 DLS BSIII,2009,88000.0,,201850,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2016,561000.0,,30000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDI,2018,755000.0,,15000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Datsun RediGO S,2017,235000.0,,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,,,,,,,,,,,,
Maruti Alto K10 LXI,2011,165000.0,,90000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire LDi,2008,190000.0,,80000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Tata Indica V2 DLX BSII,2011,110000.0,,50000,Diesel,Individual,Manual,First Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0,,,,,,,,,,,,
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000.0,,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,8.0,,,,,,,,,,,,
Maruti Swift VDI BSIV,2010,330000.0,,110000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,,,
Hyundai i20 Asta Option 1.2,2016,540000.0,,38000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,,,,,,,,,,,,
Hyundai EON Era Plus,2013,180000.0,,60000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire 1.2 Vxi BSIV,2012,450000.0,,30000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VXI,2014,450000.0,,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,,,,,,,,,,,,
Chevrolet Beat LT,2015,200000.0,,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5.0,,,,,,,,,,,,
Tata Tiago 1.2 Revotron XZ,2017,425000.0,,42000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0,,,,,,,,,,,,
Chevrolet Sail 1.2 LS ABS,2016,400000.0,,30000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,,,,,,,,,,,,
Maruti Alto LXi BSIII,2009,125000.0,,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,,,,,,,,,,,,
Jeep Compass 2.0 Longitude Option BSIV,2018,1600000.0,,14000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,,,,,,,,,,,,
Honda City i VTEC VX,2015,900000.0,,22000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5.0,,,,,,,,,,,,
Volkswagen Vento Diesel Highline,2012,450000.0,,90000,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,,,,,,,,,,,,
Maruti Alto K10 2010-2014 VXI,2011,210000.0,,46000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Hyundai i20 1.2 Asta Option,2018,801000.0,,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,,,,,,,,,,,,
Tata Venture EX 7 Str Captain Seats,2014,317000.0,,15000,Diesel,Individual,Manual,First Owner,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7.0,,,,,,,,,,,,
Maruti Ertiga VXI,2015,600000.0,,40000,Petrol,Individual,Manual,Second Owner,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7.0,,,,,,,,,,,,
Hyundai i20 Magna,2014,330000.0,,30000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,,,,,,,,,,,,
Hyundai EON Magna Plus,2017,320000.0,,15000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Estilo LXI,2010,160000.0,,50000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,,,
Hyundai Getz GLX,2007,120000.0,,110000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0,,,,,,,,,,,,
Maruti Alto LXi,2009,130000.0,,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,,,,,,,,,,,,
Chevrolet Sail 1.2 LS,2015,220000.0,,80000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5.0,,,,,,,,,,,,
Maruti Swift VDI BSIV,2008,229999.0,,50000,Diesel,Individual,Manual,Third Owner,,,,,,,,,,,,,,,,,
Tata Zest Revotron 1.2T XM,2015,340000.0,,110000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0,,,,,,,,,,,,
Ford Classic 1.4 Duratorq CLXI,2013,200000.0,,70000,Diesel,Individual,Manual,Second Owner,19.68 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti Alto LXI,2002,140000.0,,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,,,,,,,,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000.0,,190000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,,,,,,,,,,,,
Mahindra Bolero SLX,2010,495000.0,,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,,,,,,,,,,,,
Maruti Alto 800 LXI,2015,236000.0,,60000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2015,390000.0,,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VDi,2009,275000.0,,90000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,775000.0,,32000,Diesel,Dealer,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000.0,,30000,Diesel,Individual,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,,,,,,,,,,,,
Hyundai Creta 1.6 CRDi SX,2016,850000.0,,58000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Maruti Vitara Brezza VDi,2018,750000.0,,5000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Hyundai i20 1.2 Spotz,2018,570000.0,,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,,,,,,,,,,,,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,580000.0,,32000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,,,,,,,,,,,,
Honda Jazz 1.2 VX i VTEC,2016,484999.0,,30000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0,,,,,,,,,,,,
Honda BR-V i-VTEC S MT,2017,700000.0,,43000,Petrol,Dealer,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7.0,,,,,,,,,,,,
Hyundai Verna S,2012,415000.0,,60000,Petrol,Dealer,Manual,First Owner,17.7 kmpl,1497 CC,113.42 bhp,144.15nm@ 4500rpm,5.0,,,,,,,,,,,,
Nissan Micra XV CVT,2015,325000.0,,50000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5.0,,,,,,,,,,,,
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000.0,,14200,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,,,,,,,,,,,,
Hyundai EON Sportz,2017,300000.0,,10000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,,,,,,,,,,,,
Datsun RediGO T Option,2018,217000.0,,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,,,,,,,,,,,,
Ford Freestyle Titanium Petrol BSIV,2018,700000.0,,19100,Petrol,Individual,Manual,First Owner,19.0 kmpl,1194 CC,94.68 bhp,120Nm@ 4250rpm,5.0,,,,,,,,,,,,
Hyundai Santro Sportz AMT BSIV,2019,466000.0,,25000,Petrol,Individual,Automatic,Fourth & Above Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,,,,,,,,,,,,
Ford EcoSport 1.5 Diesel Trend BSIV,2014,484999.0,,54000,Diesel,Dealer,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0,,,,,,,,,,,,
Nissan Sunny XL D,2018,670000.0,,35000,Diesel,Individual,Manual,First Owner,22.71 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5.0,,,,,,,,,,,,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000.0,,20000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,675000.0,,52000,Diesel,Individual,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Hyundai i20 1.4 CRDi Asta,2011,220000.0,,120000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,,,,,,,,,,,,
Jeep Compass 2.0 Limited,2017,1650000.0,,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,,,,,,,,,,,,
Maruti Ertiga ZDI,2013,630000.0,,120000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7.0,,,,,,,,,,,,
Tata Manza Aura Quadrajet,2010,250000.0,,90000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,,,,,,,,,,,,
Maruti Wagon R LXI,2004,120000.0,,120000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Skoda Rapid 1.5 TDI Elegance,2015,300000.0,,101500,Diesel,Individual,Manual,Second Owner,21.14 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 CRDi EX AT,2013,525000.0,,75000,Diesel,Individual,Automatic,First Owner,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Maruti Alto K10 LXI,2011,204999.0,,97500,Petrol,Individual,Manual,First Owner,,,0,,,,,,,,,,,,,,
Mahindra Scorpio 1.99 S10,2016,1100000.0,,100000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,,,,,,,,,,,,
Renault Duster 110PS Diesel RxZ,2012,480000.0,,55735,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,,,,,,,,,,,,
Mahindra XUV500 W4,2014,605000.0,,80000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,
Maruti Alto 800 LXI Optional,2016,250000.0,,50000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,,,,,,,,,,,,
Ford Figo Diesel Celebration Edition,2013,245000.0,,70000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5.0,,,,,,,,,,,,
Hyundai i10 Magna 1.2 iTech SE,2012,210000.0,,76000,Petrol,Individual,Manual,Fourth & Above Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,,,,,,,,,,,,
Maruti Swift Dzire VXI 1.2,2020,730000.0,,1500,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,
Mahindra Bolero 2011-2019 SLX,2012,500000.0,,76000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7.0,,,,,,,,,,,,
Maruti Wagon R VXI Optional,2015,400000.0,,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Hyundai EON Magna Plus,2015,280000.0,,60000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,,,,,,,,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,561000.0,,170000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,,,,,,,,,,,,
Mitsubishi Pajero Sport 4X4,2013,950000.0,,181491,Diesel,Dealer,Manual,First Owner,13.5 kmpl,2477 CC,175.56 bhp,400Nm@ 2000-2500rpm,7.0,,,,,,,,,,,,
Chevrolet Beat Diesel LS,2016,375000.0,,53319,Diesel,Dealer,Manual,First Owner,25.44 kmpl,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5.0,,,,,,,,,,,,
Volkswagen Ameo 1.5 TDI Comfortline,2017,700000.0,,40906,Diesel,Dealer,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,,,,,,,,,,,,
Toyota Etios VX,2012,375000.0,,31711,Petrol,Dealer,Manual,Second Owner,17.6 kmpl,1496 CC,88.7 bhp,132Nm@ 3000rpm,5.0,,,,,,,,,,,,
Hyundai EON Era Plus,2012,270000.0,,43755,Petrol,Dealer,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,,,,,,,,,,,,
Renault KWID RXT,2016,300000.0,,66693,Petrol,Dealer,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,,,,,,,,,,,,
Maruti Zen Estilo VXI BSIV,2010,225000.0,,59549,Petrol,Dealer,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,1350000.0,,94385,Diesel,Dealer,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,,,,,,,,,,,,
Maruti Zen Estilo LXI BSIII,2010,200000.0,,73730,Petrol,Dealer,Manual,First Owner,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,,,,,,,,,,,,
Hyundai Verna 1.6 SX,2011,400000.0,,221889,Diesel,Dealer,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,,,,,,,,,,,,
Honda Amaze VX i-DTEC,2013,500000.0,,116104,Diesel,Dealer,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,,,,,,,,,,,,
Maruti Swift VXI BSIV,2015,500000.0,,150546,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,,,,,,,,,,,,
Toyota Fortuner 2.8 2WD MT,2013,1500000.0,,148120,Diesel,Dealer,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7.0,,,,,,,,,,,,
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,555000.0,,20000,Petrol,Individual,Manual,Second Owner,15.8 kmpl,1499 CC,110 bhp,140Nm@ 4400rpm,5.0,,,,,,,,,,,,
Hyundai Grand i10 1.2 Kappa Magna AT,2018,580000.0,,30000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,,,,,,,,,,,,
Tata Aria Pride,2011,337000.0,,142000,Diesel,Individual,Manual,Third Owner,13.7 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,,,,,,,,,,,,
Tata Sumo CX 10 Str BSIV,2011,175000.0,,20000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,"115@ 2,500(kgm@ rpm)",10.0,,,,,,,,,,,,
Tata Manza Aura Plus Quadrajet,2009,180000.0,,120000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,,,,,,,,,,,,
Hyundai i10 Sportz 1.1L,2011,200000.0,,80000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,,,,,,,,,,,,
Tata Indigo CS LX (TDI) BS-III,2016,260000.0,,60000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,,,,,,,,,,,,
Renault KWID 1.0 RXT Optional,2016,350000.0,,25000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,,,,,,,,,,,,
Mahindra Bolero SLX,2011,409999.0,,50000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,,,,,,,,,,,,
Mahindra TUV 300 T8,2017,655000.0,,126000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0,,,,,,,,,,,,
Maruti Swift Dzire LDI,2015,370000.0,,170000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,,,,,,,,,,,,
